17,0.559183,0.232279,0.1347,0.112471,0.106781,0.105143,0.0370376,0.051504,0.0333283
21,0.449183,0.241371,0.271557,0.192018,0.120356,0.0678133,0.0660606,0.0231786,0.0496059
11,0.236727,0.17184,0.0666328,0.0676265,0.0462258,0.0493346,0.0106621,0.0434797,0.0286057
2,0.452901,0.177393,0.199557,0.153885,0.105201,0.0820232,0.059206,0.0453234,0.0297966
17,0.236562,0.138538,0.199495,0.170925,0.0727506,0.0639426,0.0343443,0.0535527,0.0306138
16,0.188295,0.175303,0.111633,0.0941875,0.101238,0.0449524,0.0416998,0.0380685,0.0672852
3,0.609744,0.343692,0.262621,0.102577,0.0779623,0.0852731,0.0357188,0.0631969,0.052193
24,0.618839,0.174386,0.14205,0.124931,0.147267,0.0920967,0.0223446,0.0495904,0.0387271
21,0.326396,0.24913,0.19725,0.112993,0.085271,0.0901283,0.0600791,0.0863757,0.0327872
1,0.532327,0.157169,0.11233,0.120455,0.0541345,0.0389184,0.0471263,0.0368274,0.0123925
18,0.619344,0.34753,0.247489,0.148265,0.0639656,0.0865024,0.0665315,0.0413032,0.0566986
16,0.414742,0.165144,0.223124,0.131827,0.0445542,0.0499374,0.00848082,0.0185712,0.0397991
11,0.0857513,0.0901471,0.0881742,0.061232,0.0696212,0.0212059,0.0214565,0.0141288,0.0157056
9,0.407061,0.0861088,0.318818,0.298756,0.176999,0.10428,0.160869,0.0851727,0.0766134
10,0.560065,0.0987207,0.244808,0.248984,0.31694,0.082136,0.117485,0.04531,0.0322222
4,0.697259,0.0928553,0.208009,0.179217,0.229479,0.163916,0.171826,0.0964045,0.0861974
6,0.515475,0.276985,0.0659157,0.23643,0.1108,0.173984,0.225939,0.203303,0.12311
4,0.629842,0.146211,0.133786,0.317407,0.263393,0.114649,0.0500407,0.0586764,0.0631931
3,0.450582,0.0876646,0.19066,0.281761,0.136033,0.132009,0.0365965,0.0344473,0.0559708
5,1.20807,0.374261,0.27939,0.320042,0.273963,0.15068,0.119287,0.129897,0.061082
12,0.160981,0.200109,0.0513214,0.128312,0.0607872,0.0146827,0.0270997,0.0281146,0.0209296
2,0.53067,0.135726,0.105948,0.0792313,0.10977,0.0459113,0.0904858,0.027995,0.0454427
14,0.162725,0.127204,0.0731701,0.0636837,0.0705289,0.0631144,0.0342125,0.029923,0.0294527
16,0.408063,0.233892,0.143111,0.0362738,0.0784594,0.0846922,0.0679,0.0454655,0.036934
16,0.194868,0.365641,0.16485,0.130348,0.00916491,0.0387526,0.0480087,0.0621324,0.0590181
23,0.308253,0.348626,0.13072,0.131797,0.0725794,0.0913637,0.0442407,0.0250696,0.0312468
17,0.513651,0.303688,0.100581,0.139528,0.0425323,0.0240444,0.0671546,0.0435094,0.0374935
11,0.300989,0.0983229,0.102776,0.086875,0.027054,0.0192019,0.0171664,0.0288755,0.0102628
4,0.706799,0.179511,0.358881,0.282483,0.253253,0.135304,0.112822,0.0643882,0.0678392
14,0.362036,0.144883,0.130398,0.105962,0.0970146,0.0776935,0.0521917,0.0547006,0.0437788
17,0.158476,0.157898,0.101647,0.150737,0.0966031,0.0810768,0.0384405,0.0480051,0.0370973
13,0.869886,0.324375,0.33052,0.104385,0.137967,0.098434,0.0543377,0.0769381,0.0283223
15,0.406469,0.0904079,0.176086,0.0825077,0.0790088,0.075875,0.0577855,0.0775221,0.0673459
1,0.281894,0.168585,0.132376,0.078931,0.0609764,0.0469154,0.0556693,0.0528935,0.0386531
3,0.472691,0.137167,0.325481,0.415331,0.137269,0.0727359,0.142024,0.0459693,0.0188909
3,0.221228,0.0952667,0.152339,0.202123,0.139366,0.0886722,0.072062,0.0573449,0.0414439
2,0.350117,0.243467,0.16102,0.0723973,0.0188752,0.0489744,0.0539764,0.0258096,0.0182337
7,1.1133,0.269606,0.204394,0.261738,0.181135,0.152691,0.125924,0.0766791,0.110091
19,0.456279,0.0926857,0.117965,0.0913509,0.0522369,0.0334744,0.00987439,0.0127273,0.0134811
22,0.330363,0.139855,0.161638,0.141081,0.0306579,0.0669864,0.0599743,0.0721215,0.0356359
11,0.167486,0.130198,0.0521989,0.0965726,0.0169757,0.0485241,0.0232491,0.0159333,0.0165088
14,0.550846,0.124373,0.13156,0.0542229,0.0648418,0.0311655,0.0382859,0.0353101,0.0246073
11,0.0785959,0.106654,0.0941503,0.0675119,0.0229907,0.0498492,0.0298153,0.0179245,0.0213232
8,0.613435,0.194215,0.401189,0.260932,0.195846,0.196197,0.103106,0.164529,0.0598892
2,0.566831,0.184856,0.212527,0.156823,0.117048,0.102857,0.0955106,0.0444697,0.0383431
2,0.486419,0.320456,0.0913324,0.0499681,0.0601012,0.0666653,0.011347,0.0399591,0.034778
15,0.496291,0.168195,0.0572647,0.0904355,0.0419406,0.0535353,0.036901,0.0329312,0.0289994
24,0.736548,0.131367,0.131063,0.283808,0.0972351,0.0673226,0.106151,0.0542601,0.0261125
24,0.677346,0.111553,0.117157,0.150276,0.118082,0.0876368,0.0546425,0.0326296,0.0314662
2,0.350112,0.211219,0.207063,0.0853185,0.0968321,0.0931773,0.0560591,0.0518038,0.0255599
19,0.177996,0.106454,0.0579813,0.0736291,0.048517,0.0244865,0.0192377,0.0235428,0.0250037
7,0.659809,0.152805,0.23678,0.238023,0.228261,0.12489,0.112063,0.0555289,0.0833953
10,0.461824,0.179699,0.17064,0.21839,0.217208,0.186898,0.0945462,0.123038,0.0932177
11,0.299884,0.162473,0.0939576,0.0755504,0.0625065,0.0635405,0.0419602,0.031142,0.0233722
21,0.675275,0.255812,0.226935,0.105533,0.0555268,0.0538781,0.0904195,0.0493053,0.0402424
16,0.296725,0.371977,0.193913,0.12384,0.0747087,0.108317,0.0926402,0.0401956,0.0234579
6,0.57348,0.33869,0.105197,0.332258,0.125744,0.162432,0.184807,0.227295,0.209981
16,0.378228,0.41435,0.161013,0.0668583,0.0911844,0.0944627,0.0950627,0.0336946,0.0186759
9,0.64132,0.24993,0.460517,0.220381,0.273516,0.135816,0.169669,0.132778,0.0444754
11,0.130451,0.123954,0.0890933,0.0541177,0.0293548,0.0384567,0.0407664,0.0246267,0.00649624
11,0.505393,0.167298,0.13623,0.018479,0.0352402,0.0376926,0.0477802,0.0191456,0.0533926
19,0.105487,0.082834,0.0857277,0.0939342,0.0404537,0.0330283,0.0176211,0.0250976,0.0322361
22,0.300109,0.179765,0.13832,0.106726,0.0408168,0.075183,0.0334032,0.067686,0.050113
4,0.653293,0.157294,0.330399,0.302628,0.249841,0.134817,0.0949402,0.0647231,0.0792157
18,0.69533,0.284505,0.36901,0.203826,0.0667864,0.0649131,0.0923055,0.0909743,0.0531334
7,0.656628,0.145006,0.240836,0.314813,0.305987,0.04532,0.132977,0.0528175,0.0622083
4,0.692555,0.104782,0.272425,0.365387,0.260754,0.0919621,0.0743996,0.0738072,0.0375288
4,0.607615,0.0960421,0.209722,0.195277,0.210402,0.147809,0.165152,0.10705,0.0936078
24,0.648721,0.152944,0.100193,0.117236,0.0928421,0.118481,0.0251111,0.0406699,0.0370922
2,0.214903,0.272216,0.185089,0.17918,0.164255,0.110629,0.0546484,0.0812982,0.0530279
19,0.406323,0.136084,0.082725,0.060977,0.0372387,0.0391815,0.0233777,0.0235253,0.0393284
2,0.256999,0.316417,0.150811,0.133566,0.115568,0.0879738,0.0319624,0.0154811,0.0111218
10,0.528633,0.19471,0.231547,0.309519,0.275965,0.237367,0.0676343,0.148103,0.0530163
4,0.612984,0.23439,0.365659,0.391594,0.145842,0.0497748,0.0543284,0.0370268,0.0772763
6,0.682376,0.36486,0.42431,0.290065,0.150871,0.178391,0.20642,0.107824,0.149725
11,0.128281,0.100374,0.112976,0.0811387,0.0456113,0.0261541,0.0245075,0.0363436,0.0257112
12,0.220325,0.11161,0.160998,0.0594764,0.0552058,0.0198334,0.0301491,0.0267212,0.0155521
2,0.501555,0.189686,0.211234,0.0578188,0.032765,0.0320094,0.0362458,0.0177662,0.0232887
2,0.442838,0.155598,0.0959038,0.079684,0.107437,0.0200068,0.048123,0.0372222,0.0340233
16,0.299345,0.283692,0.111162,0.0604899,0.0622428,0.0746983,0.0533937,0.0534237,0.0385508
18,0.509644,0.265028,0.313354,0.204152,0.0597905,0.0437823,0.0658716,0.0357493,0.0407654
10,0.749419,0.202604,0.16381,0.271003,0.23749,0.149942,0.0420558,0.0506371,0.0186775
9,0.799865,0.167915,0.373102,0.243667,0.059002,0.169367,0.171613,0.107854,0.109116
9,0.724536,0.345503,0.465297,0.177586,0.0980745,0.201345,0.0757952,0.0941387,0.0709762
13,0.752512,0.448759,0.33482,0.114762,0.104897,0.0674955,0.0271879,0.0520534,0.0389373
16,0.415807,0.220678,0.218593,0.0877277,0.0365471,0.0559474,0.0423442,0.0395461,0.044879
3,0.425911,0.341186,0.353223,0.161362,0.0941549,0.104916,0.0240236,0.0674033,0.0764965
17,0.211113,0.168118,0.165976,0.135163,0.0493258,0.0463174,0.0406137,0.0602648,0.0232757
8,0.401377,0.181271,0.263241,0.180617,0.218488,0.0847445,0.072152,0.0735095,0.0205112
20,0.695819,0.442402,0.205242,0.179803,0.0369618,0.0456744,0.0456158,0.0381691,0.0395084
12,0.223879,0.185616,0.0630799,0.0443981,0.0454488,0.0675611,0.0687342,0.0356568,0.0458798
3,0.560119,0.290331,0.269204,0.171362,0.0720666,0.12337,0.11789,0.0676539,0.070985
2,0.304,0.25399,0.183309,0.138508,0.117337,0.057582,0.0321042,0.0450852,0.059067
17,0.409136,0.287829,0.131787,0.0919635,0.0282773,0.037204,0.0755461,0.0462454,0.0297758
4,0.652283,0.10513,0.164595,0.236988,0.199719,0.164116,0.159801,0.0673465,0.0782846
17,0.437974,0.359403,0.108773,0.125081,0.0557041,0.0212617,0.0465583,0.0425406,0.0407978
13,0.87084,0.352876,0.315647,0.1223,0.119441,0.101417,0.0340674,0.0648139,0.0443427
8,0.969436,0.204936,0.352473,0.247636,0.103768,0.105972,0.0572214,0.0571388,0.0828425
12,0.25499,0.268213,0.166351,0.0815417,0.044966,0.0420978,0.0782749,0.0441924,0.0600485
8,0.854202,0.19975,0.311878,0.244815,0.172063,0.143989,0.0490882,0.0890526,0.060902
7,1.08578,0.19893,0.259741,0.436514,0.210873,0.198911,0.127985,0.0623612,0.106967
11,0.209557,0.112847,0.0629136,0.044388,0.0661896,0.0329354,0.0233232,0.0218688,0.00780499
3,0.247338,0.211938,0.210266,0.204608,0.12268,0.095759,0.0585141,0.0597561,0.037991
8,0.588853,0.114986,0.371926,0.273006,0.194236,0.0417419,0.071771,0.0901236,0.0853115
19,0.127344,0.0956489,0.103065,0.0650745,0.0496414,0.0377738,0.0404356,0.0109163,0.034613
15,0.441931,0.114943,0.202798,0.0760702,0.0675446,0.0626463,0.0794679,0.0349245,0.0653993
1,0.408601,0.200834,0.179388,0.0718627,0.0592165,0.0620232,0.0369547,0.0202835,0.0251012
2,0.528171,0.197768,0.110968,0.171221,0.0339638,0.0854738,0.0419685,0.0614686,0.0557717
6,0.532419,0.420792,0.132192,0.30721,0.119768,0.201885,0.244952,0.180426,0.150926
2,0.212191,0.240631,0.165277,0.144805,0.0980266,0.063694,0.0290162,0.0502393,0.0394647
14,0.177382,0.157846,0.0561973,0.0604597,0.0924334,0.0487988,0.0421361,0.0252333,0.0198268
20,0.607881,0.246277,0.435007,0.202571,0.135831,0.100599,0.0510955,0.0292603,0.0404536
2,0.329617,0.308958,0.1575,0.0785113,0.0912351,0.0499146,0.0320332,0.0354232,0.0270503
11,0.493425,0.108032,0.0390061,0.0659216,0.0363656,0.0166888,0.0322737,0.0294472,0.0200085
3,0.830104,0.510728,0.250343,0.201408,0.199235,0.234076,0.0956534,0.129777,0.0956034
16,0.271745,0.341983,0.114279,0.0853201,0.0690344,0.119629,0.0745603,0.0567499,0.0343733
2,0.444981,0.189732,0.192154,0.116819,0.0877873,0.067573,0.0490025,0.0365187,0.0290222
1,0.291508,0.0948226,0.0914747,0.0781622,0.0358605,0.0232046,0.0237494,0.019844,0.0195173
20,0.624494,0.383772,0.299467,0.191445,0.137179,0.0547057,0.0766647,0.10531,0.0270142
12,0.304309,0.136107,0.0567671,0.0638878,0.0553715,0.0656843,0.0207416,0.0524931,0.0159983
7,1.24853,0.333651,0.443805,0.321603,0.17759,0.163654,0.123494,0.0516351,0.0451251
18,0.472357,0.286846,0.285654,0.217661,0.144835,0.0274252,0.0399931,0.0563455,0.0357946
7,0.817007,0.107817,0.181375,0.230808,0.125922,0.113854,0.128696,0.102853,0.0915221
16,0.705128,0.316646,0.268813,0.115407,0.0782009,0.0831866,0.0681984,0.0509895,0.0845336
11,0.438784,0.205884,0.0865265,0.0599175,0.0762635,0.0522338,0.0365786,0.0295418,0.0284497
7,0.889758,0.268229,0.284086,0.297744,0.166478,0.103279,0.0975324,0.182743,0.0547407
2,0.612338,0.204114,0.150423,0.113578,0.0661097,0.0905553,0.0498756,0.025836,0.0614346
13,0.947148,0.275255,0.245736,0.147553,0.0661909,0.0995477,0.0606761,0.00990955,0.0734441
8,0.514772,0.155914,0.305078,0.252049,0.207997,0.0912452,0.0759104,0.0414808,0.0727516
2,0.323603,0.236281,0.120693,0.128544,0.0360531,0.0722065,0.103132,0.0460258,0.0504501
4,0.604885,0.136693,0.332638,0.316974,0.226365,0.0806579,0.0551382,0.0307445,0.0486525
17,0.267188,0.234514,0.101433,0.113792,0.050788,0.0542171,0.0199375,0.0271854,0.0244867
11,0.276153,0.195086,0.0816033,0.0856332,0.0576519,0.0712367,0.0203105,0.0409914,0.0164321
5,0.529634,0.107439,0.302663,0.190798,0.358481,0.282422,0.0782529,0.145782,0.123143
1,0.390704,0.118323,0.0772604,0.0913243,0.0322417,0.019411,0.0293874,0.0420597,0.0262287
8,0.768582,0.24835,0.153944,0.303182,0.185324,0.197964,0.130829,0.0472113,0.0183777
14,0.523429,0.107759,0.118828,0.0547944,0.0388231,0.019556,0.0125393,0.0324451,0.0128264
14,0.192577,0.142712,0.0456492,0.0825842,0.0669687,0.0187817,0.0544716,0.0190461,0.0130707
12,0.36207,0.107688,0.0854809,0.121113,0.0911994,0.0514408,0.0480378,0.0314106,0.0389975
2,0.442044,0.172215,0.184288,0.145605,0.0803184,0.0788754,0.054441,0.0421416,0.0234158
15,0.255753,0.1089,0.158281,0.0392081,0.0330384,0.0589884,0.0812111,0.0319048,0.0309537
1,0.366318,0.151385,0.121262,0.0618391,0.0599611,0.0331685,0.0490191,0.0424793,0.0556999
2,0.238224,0.129348,0.117343,0.0863682,0.0522385,0.0279666,0.0485675,0.0311758,0.0241995
11,0.588787,0.0758296,0.0489097,0.0487831,0.0440988,0.0400075,0.0209641,0.0247436,0.0169597
3,0.422346,0.273127,0.238203,0.207135,0.138006,0.12617,0.105177,0.0619173,0.0504939
19,0.146428,0.160421,0.030141,0.0606204,0.0786243,0.0263669,0.0366263,0.0365297,0.0303052
7,0.975369,0.298179,0.242037,0.333997,0.188589,0.134773,0.12025,0.146179,0.120037
18,0.346072,0.349885,0.281693,0.202416,0.134239,0.0373854,0.0419211,0.0710307,0.0446528
21,0.403052,0.31097,0.209767,0.163345,0.0471444,0.0307861,0.0638473,0.040219,0.0371641
20,0.532875,0.421403,0.220953,0.280731,0.22062,0.0686969,0.0844184,0.0827931,0.037006
3,0.596582,0.236224,0.297564,0.260056,0.0736296,0.0822491,0.0927971,0.0749732,0.0356907
9,0.823445,0.289125,0.336599,0.330277,0.0616809,0.150597,0.12393,0.153018,0.0309875
3,0.225635,0.249978,0.109517,0.204697,0.188014,0.16104,0.108036,0.0312216,0.0217379
3,0.813069,0.386526,0.307183,0.0834437,0.122917,0.0274636,0.0408999,0.0611014,0.0656846
15,0.515219,0.205027,0.097216,0.0473855,0.0337713,0.0550929,0.0430068,0.0458202,0.0341365
17,0.37388,0.284295,0.178321,0.131564,0.0937372,0.0411157,0.027294,0.0169297,0.026709
11,0.638014,0.124257,0.0760806,0.0843654,0.0744583,0.0464296,0.0332799,0.0319598,0.0302809
2,0.357314,0.212293,0.204301,0.186303,0.108747,0.130586,0.075847,0.0393619,0.0292686
2,0.29554,0.158385,0.281573,0.122672,0.0894373,0.0750408,0.0495025,0.0680846,0.0256532
13,0.790988,0.368207,0.319201,0.121204,0.105523,0.0877425,0.0316444,0.0390718,0.0318484
17,0.499895,0.307934,0.154649,0.0592283,0.062068,0.0350207,0.0584919,0.0437311,0.0548678
24,0.552066,0.207398,0.116175,0.0790044,0.116846,0.105827,0.0266546,0.0434514,0.0340996
16,0.336578,0.349331,0.174221,0.0650151,0.0358096,0.0756711,0.0535325,0.0724248,0.0333333
5,0.596225,0.337365,0.300741,0.201122,0.18823,0.322557,0.148773,0.157477,0.132804
6,0.613786,0.381537,0.303788,0.204939,0.193315,0.31295,0.205663,0.146715,0.0991382
17,0.490228,0.368302,0.110291,0.134382,0.0728074,0.0227996,0.0583124,0.0453305,0.0488868
16,0.310268,0.230404,0.187435,0.0685349,0.0154091,0.0469191,0.0287822,0.0390972,0.0345533
11,0.195912,0.0862613,0.067513,0.0714181,0.0568151,0.0322056,0.04511,0.0259016,0.0106173
2,0.319721,0.311839,0.200173,0.0950105,0.0362545,0.0572945,0.0837749,0.051009,0.0244839
9,0.375326,0.180085,0.312447,0.301328,0.199856,0.135501,0.116446,0.0739936,0.0954932
14,0.115843,0.0461117,0.119694,0.0836032,0.0637369,0.0366654,0.0268468,0.0117118,0.0489519
