17,0.226661,0.122492,0.0544133,0.0522845,0.0749391,0.0218743,0.0294486,0.0173439,0.0139379,0.0111172,0.0130162,0.00588016,0.0138895,0.00981128,0.00914559,0.00952666,0.00527655,0.0130988,0.00687022
18,0.433971,0.222813,0.258587,0.11008,0.140243,0.0515323,0.0365205,0.0457674,0.025726,0.0597284,0.0202526,0.0251295,0.0287433,0.0315562,0.0273581,0.0242556,0.00847352,0.00653743,0.00906514
19,0.517114,0.385006,0.0961623,0.0911387,0.143515,0.114555,0.0283663,0.0362224,0.0584596,0.0417794,0.0183398,0.0184326,0.0541016,0.0195729,0.0372329,0.0233769,0.0208825,0.00665044,0.0223286
20,0.544804,0.32935,0.129427,0.181508,0.150299,0.289085,0.29258,0.144667,0.0432854,0.0677492,0.0397451,0.044232,0.0340487,0.035306,0.045968,0.0511762,0.038751,0.0383967,0.0171881
21,0.491188,0.194995,0.206146,0.229068,0.165783,0.133775,0.062089,0.0860019,0.135381,0.0707422,0.0415043,0.0464645,0.0162552,0.0122908,0.0204279,0.0187752,0.0237958,0.0218848,0.017962
22,0.429302,0.073242,0.0497051,0.0562346,0.0479548,0.0156455,0.0374643,0.0240172,0.0134332,0.0266864,0.00681898,0.0256594,0.0117261,0.0126069,0.00923523,0.0178958,0.0100673,0.0136088,0.00914062
23,0.187791,0.212838,0.0625489,0.0779032,0.0675887,0.0361902,0.0412518,0.0187602,0.0157091,0.0154724,0.0292378,0.015055,0.0283271,0.0117167,0.0210034,0.0189762,0.0164715,0.00880627,0.00861951
24,0.612555,0.276017,0.268133,0.159668,0.142248,0.0411268,0.0370611,0.0449161,0.052766,0.0533403,0.0297793,0.0454957,0.0229983,0.0174634,0.0338768,0.0163312,0.00755383,0.0141575,0.0115742
25,0.320333,0.172376,0.129064,0.0724613,0.081221,0.0325278,0.0185743,0.0297146,0.0371839,0.0186895,0.0208325,0.0088482,0.0178312,0.0219805,0.0184252,0.00979655,0.00424318,0.0174428,0.0143395
26,0.422439,0.215331,0.176324,0.0613708,0.077197,0.0840156,0.0822528,0.0317781,0.0527296,0.0569599,0.00389859,0.0207473,0.0124184,0.0204604,0.00865838,0.0173681,0.0160605,0.00845856,0.00462171
27,0.715646,0.339046,0.29181,0.175838,0.169457,0.0739215,0.0429382,0.0621834,0.065199,0.0411541,0.0343657,0.0206634,0.0206172,0.038277,0.0137433,0.0210244,0.0112048,0.0164607,0.0194199
28,0.662261,0.498385,0.186056,0.19065,0.104713,0.0339912,0.0390202,0.0506939,0.0704441,0.0311406,0.0392061,0.0208854,0.0520204,0.0200531,0.0417731,0.0399519,0.0074464,0.020377,0.0289031
29,0.433587,0.177476,0.086617,0.0799215,0.0758042,0.0593047,0.0578448,0.0311213,0.0298235,0.0336072,0.053887,0.0311976,0.0263963,0.019112,0.0242717,0.0124912,0.0212368,0.014289,0.016344
30,0.366504,0.225175,0.183139,0.0952084,0.0735917,0.0308727,0.0301429,0.0373992,0.0175514,0.0359818,0.0238936,0.012855,0.00798016,0.018742,0.0116788,0.0110911,0.0142878,0.0100037,0.0123426
31,0.409504,0.484437,0.0805349,0.0884251,0.0808177,0.0545698,0.0460213,0.0425704,0.0522404,0.0199687,0.01224,0.0134827,0.0126344,0.0105472,0.0132069,0.0290519,0.00839473,0.011482,0.011111
32,0.185804,0.171696,0.112131,0.0473345,0.0635669,0.022547,0.0164204,0.0253658,0.0157091,0.0204712,0.00630954,0.010659,0.0102882,0.00749588,0.0030655,0.003184,0.00694985,0.00655414,0.0110382
33,0.864785,0.254873,0.239039,0.259538,0.199849,0.0568033,0.0212277,0.0974047,0.104977,0.0596593,0.037408,0.0186297,0.0225432,0.0281757,0.0245404,0.0433731,0.0266748,0.0286106,0.0268022
34,0.620442,0.368825,0.275212,0.216616,0.134234,0.260367,0.17671,0.170064,0.129397,0.0564253,0.0703613,0.0353214,0.0599715,0.0884471,0.0530116,0.0353245,0.0299902,0.0328279,0.0166663
35,0.396449,0.056326,0.0912375,0.075579,0.0555104,0.0373085,0.0182976,0.0278357,0.0323235,0.0234118,0.0132239,0.0317457,0.0101852,0.0153787,0.00685193,0.0200023,0.00627915,0.0101208,0.00593084
36,0.58364,0.138135,0.241285,0.0556089,0.138917,0.0599106,0.0337245,0.0689155,0.0352476,0.0246683,0.0136842,0.0109678,0.0266282,0.0122597,0.0125475,0.00911061,0.0100723,0.00757627,0.00840015
