1,0.311854,0.116239,0.0829055,0.141323,0.0656238,0.0636327,0.0224489,0.0309185,0.0284429,0.0259074,0.0207717,0.0197823,0.0138851,0.0143731,0.0247183,0.0144176,0.00153619,0.0110208,0.014574
2,0.709728,0.188076,0.287404,0.221767,0.248526,0.115461,0.135932,0.114021,0.0690536,0.0847341,0.0420376,0.0423313,0.0186453,0.0162065,0.0290711,0.02746,0.0231138,0.0101166,0.00765132
3,0.395994,0.184592,0.129218,0.0653404,0.0762949,0.0424903,0.0292621,0.0318459,0.0307545,0.029262,0.0348279,0.0290044,0.0249213,0.0109107,0.0191704,0.00645924,0.00935855,0.00785009,0.0115264
4,0.271866,0.152952,0.162997,0.10799,0.0894965,0.0510661,0.0235716,0.0222374,0.0229378,0.0206811,0.0204665,0.0169386,0.0142459,0.01442,0.0144953,0.0056722,0.0110719,0.00955923,0.00686202
5,1.13626,0.361538,0.262691,0.140342,0.155191,0.0541272,0.0436506,0.0875299,0.0229379,0.0215865,0.0435197,0.0268178,0.0281229,0.0190846,0.0269053,0.01117,0.0175547,0.0177651,0.00791896
6,0.519505,0.172747,0.0677334,0.1052,0.0489674,0.0491602,0.0217577,0.0488328,0.0231436,0.0278358,0.0219471,0.0223316,0.0311415,0.0434252,0.0248939,0.010761,0.0151082,0.0123306,0.0134717
7,0.62377,0.271854,0.244691,0.214644,0.0888851,0.0751038,0.118244,0.0742596,0.0597801,0.0556411,0.0475871,0.0263524,0.0266825,0.0155163,0.0153646,0.0134644,0.0081121,0.0166655,0.00854969
8,0.184554,0.198787,0.110553,0.205136,0.175896,0.125049,0.0606437,0.0494945,0.0529658,0.0448797,0.0264568,0.0139969,0.0106194,0.0117284,0.00854441,0.0224221,0.0277147,0.0143372,0.0162714
9,0.832475,0.284004,0.142064,0.254593,0.257216,0.19916,0.179183,0.0415512,0.0398731,0.067826,0.0240146,0.0133254,0.0497261,0.0455062,0.0364739,0.00991662,0.0120679,0.0332957,0.012147
10,0.586331,0.0560367,0.0975389,0.0875511,0.0737321,0.0490919,0.0349943,0.013937,0.0121974,0.0195885,0.0124342,0.0188532,0.00930037,0.0122264,0.00602038,0.00672552,0.0125586,0.00910207,0.00305871
11,0.487297,0.165177,0.135968,0.0743984,0.0828434,0.084549,0.0621452,0.0560367,0.0386697,0.0313846,0.0219078,0.0169226,0.0282628,0.0139069,0.0196449,0.0104817,0.00770705,0.0157863,0.00840462
12,0.812388,0.249583,0.330414,0.27735,0.0981892,0.0771983,0.133499,0.0686261,0.123037,0.115156,0.0398328,0.0745133,0.0362826,0.0283073,0.0231252,0.0197798,0.0168646,0.0482672,0.0130301
13,0.450216,0.0639689,0.18726,0.144166,0.0950978,0.0296837,0.0918963,0.0814972,0.0488351,0.0318699,0.0194945,0.0112698,0.0174375,0.0118717,0.00921556,0.0287528,0.0356645,0.0309823,0.0211272
14,0.723132,0.170632,0.180689,0.24286,0.0616873,0.0679436,0.0882166,0.0422492,0.0735689,0.0249744,0.0339473,0.0250428,0.0250156,0.0310823,0.0169253,0.020135,0.00492488,0.0109085,0.0104589
15,0.3485,0.209759,0.24498,0.206779,0.123478,0.0760027,0.0514902,0.0554003,0.0409644,0.0188424,0.0364052,0.0383308,0.0322978,0.0307049,0.0252788,0.0100497,0.0150412,0.0144025,0.0216015
16,0.522996,0.159145,0.177614,0.302856,0.269031,0.180462,0.0505989,0.131701,0.0813645,0.0260784,0.0181449,0.0460797,0.041883,0.0365445,0.0168258,0.039712,0.0117062,0.0109562,0.0137904
