10,0.629842,0.146211,0.133786,0.317407,0.263393,0.114649,0.0500407,0.0586764,0.0631931,0.0744009,0.0449515,0.0500984,0.0455106,0.0416284,0.0271347,0.029887,0.0218212,0.0233861,0.0365295,
10,0.70033,0.160402,0.275093,0.336385,0.194122,0.0749241,0.0570481,0.0923769,0.0654566,0.0411899,0.0258493,0.033109,0.0114241,0.030222,0.0213539,0.0287921,0.0142363,0.020209,0.00808101,
11,0.515475,0.276985,0.0659157,0.23643,0.1108,0.173984,0.225939,0.203303,0.12311,0.0710921,0.0537348,0.0500314,0.0612765,0.0571496,0.0694979,0.0520729,0.0427652,0.0226718,0.0109938,
12,0.450582,0.0876646,0.19066,0.281761,0.136033,0.132009,0.0365965,0.0344473,0.0559708,0.0318951,0.0347707,0.0389176,0.0497362,0.0155894,0.0290768,0.0186578,0.016336,0.0315477,0.0168346,
12,0.421137,0.130149,0.19749,0.200176,0.140606,0.13832,0.0766753,0.0928202,0.0545447,0.0541636,0.029762,0.0165089,0.0217486,0.0413687,0.0249553,0.00871733,0.0166624,0.0193161,0.031235,
12,0.218176,0.0921018,0.141579,0.178814,0.178342,0.0915398,0.0646073,0.0280942,0.0316359,0.0456879,0.0353435,0.0638715,0.0408866,0.0123904,0.0381035,0.0355426,0.0106102,0.00953122,0.0185855,
12,0.255994,0.109909,0.225839,0.204391,0.163817,0.0846987,0.0325348,0.0663172,0.0259489,0.0284824,0.0362394,0.0259869,0.023636,0.0154413,0.0103668,0.00944999,0.0136243,0.0163718,0.0135481,
13,0.53067,0.135726,0.105948,0.0792313,0.10977,0.0459113,0.0904858,0.027995,0.0454427,0.0234023,0.030155,0.0270232,0.0301116,0.0261592,0.0193107,0.0255746,0.00653968,0.0203386,0.0102456,
13,0.544505,0.129267,0.127153,0.0602409,0.0925585,0.0764879,0.0864527,0.034066,0.0419507,0.023897,0.0314793,0.0265793,0.0386576,0.019735,0.0133594,0.0224601,0.0238163,0.0105702,0.0147759,
14,0.308253,0.348626,0.13072,0.131797,0.0725794,0.0913637,0.0442407,0.0250696,0.0312468,0.0552635,0.0314883,0.025372,0.0208426,0.0234577,0.0117861,0.00738128,0.0198591,0.0173196,0.00611928,
15,0.513651,0.303688,0.100581,0.139528,0.0425323,0.0240444,0.0671546,0.0435094,0.0374935,0.0205805,0.0372271,0.0231753,0.0295687,0.0242198,0.0208417,0.0213733,0.00707251,0.0204374,0.0140498,
15,0.514378,0.144821,0.133293,0.0413463,0.073135,0.0644539,0.0295162,0.0209126,0.0398459,0.0149889,0.0212993,0.0113547,0.011767,0.00826711,0.0166065,0.0243394,0.0208613,0.0075313,0.00433816,
16,0.584337,0.211635,0.144637,0.121109,0.0570796,0.0416501,0.0580746,0.0294929,0.0296065,0.0405833,0.00678951,0.00502045,0.0121069,0.0288407,0.012446,0.00983239,0.00711943,0.0159763,0.0113048,
17,0.326339,0.19114,0.117602,0.0507074,0.0368236,0.0488855,0.0206387,0.0283405,0.0172289,0.02046,0.0269514,0.0264199,0.015347,0.0228011,0.0184097,0.0157047,0.0123874,0.0115085,0.0122778,
17,0.418676,0.0907382,0.100033,0.098948,0.0664774,0.0439848,0.0670258,0.0227099,0.0205066,0.0188364,0.0277472,0.0197121,0.0237786,0.0148246,0.0204204,0.0171855,0.00952131,0.00785456,0.0145504,
17,0.397597,0.19086,0.150213,0.0975096,0.0622694,0.082569,0.0401663,0.0337273,0.0459296,0.030096,0.0149583,0.0294207,0.0148472,0.0192146,0.022293,0.0135157,0.0163037,0.00988653,0.0137831,
17,0.314615,0.0889148,0.0932832,0.0431361,0.0336481,0.0508021,0.0419727,0.0177143,0.0258421,0.00608551,0.0239779,0.0291831,0.014752,0.0128204,0.012757,0.0185776,0.009415,0.0119482,0.0058812,
18,0.245993,0.189488,0.242183,0.19688,0.162538,0.068838,0.0497809,0.0925136,0.046631,0.0301474,0.0180133,0.015166,0.0275679,0.0325035,0.044768,0.0356827,0.0263347,0.0204669,0.0189815,
19,1.23492,0.448894,0.286208,0.171234,0.147429,0.058812,0.0564854,0.0267735,0.0475018,0.0354872,0.0493094,0.0258563,0.020186,0.0221177,0.0186271,0.0245548,0.0179934,0.00958135,0.0191865,
19,0.983295,0.403986,0.336675,0.17613,0.178896,0.0868015,0.0517987,0.0735651,0.0384867,0.0265392,0.0304002,0.0438809,0.0304529,0.013818,0.0306059,0.0203352,0.00424781,0.0143034,0.021775,
20,0.291113,0.185978,0.238915,0.15271,0.108093,0.0639972,0.0381823,0.0317871,0.025104,0.0273936,0.0422911,0.0425413,0.00790105,0.0115658,0.0118989,0.013584,0.0157124,0.0167174,0.0104367,
20,0.405241,0.279494,0.2631,0.194865,0.125844,0.0698036,0.0298581,0.019003,0.0135602,0.0213721,0.0342564,0.0209742,0.012613,0.0169794,0.00942382,0.0126584,0.0179933,0.011898,0.0159826,
20,0.343818,0.209389,0.23518,0.175513,0.108735,0.117363,0.0791384,0.036881,0.0411404,0.0258042,0.0183969,0.0380838,0.0456278,0.0325335,0.0218217,0.0188446,0.00656277,0.0155068,0.00794864,
21,0.271551,0.146982,0.0988894,0.112735,0.0498474,0.0873974,0.0401935,0.0393899,0.0220652,0.0214591,0.0320551,0.0296757,0.0219422,0.035471,0.00939567,0.0133499,0.0153451,0.0174168,0.0101238,
21,0.268226,0.0620388,0.0797289,0.0677901,0.0340248,0.0321591,0.0261504,0.042238,0.0459936,0.0214036,0.0433089,0.0434044,0.0166919,0.0112011,0.00870833,0.00895057,0.0118168,0.0171214,0.00268169,
22,0.967642,0.337502,0.32426,0.239175,0.126888,0.124628,0.0575609,0.0476694,0.0875454,0.0524973,0.0672465,0.074688,0.0525067,0.058131,0.0291735,0.0296412,0.0323472,0.0365963,0.0287591,
22,1.048,0.415413,0.348986,0.205124,0.169095,0.108917,0.0649703,0.0736247,0.0906629,0.0310996,0.0668366,0.0548644,0.0444789,0.0525821,0.0196941,0.0313273,0.016357,0.0147245,0.0261904,
23,0.0641289,0.138834,0.109638,0.0800525,0.0316766,0.0554549,0.0487867,0.0321173,0.0351158,0.0250224,0.0182311,0.0210075,0.0191565,0.0111455,0.009093,0.012212,0.013259,0.0128067,0.0114804,
24,0.270096,0.160496,0.14298,0.124129,0.0490047,0.0443157,0.0382474,0.050451,0.0131253,0.0249774,0.00726051,0.00399455,0.0196858,0.0207048,0.00716853,0.0114216,0.0101666,0.00913895,0.00338606,
25,0.279828,0.264898,0.184224,0.0306947,0.0380647,0.052305,0.0468556,0.0287884,0.0351073,0.0128677,0.0108594,0.0211578,0.0238568,0.0128531,0.0142652,0.0145711,0.0084229,0.00441131,0.00921562,
26,0.124608,0.138466,0.084305,0.0817639,0.0218598,0.049733,0.00938379,0.0299336,0.026221,0.0227899,0.00372585,0.00616915,0.00823187,0.00895746,0.00468947,0.00564715,0.00774008,0.00634655,0.00633479,
27,0.940963,0.402817,0.36469,0.36868,0.0921719,0.123122,0.0907538,0.102877,0.0318464,0.103914,0.0494626,0.0631126,0.025203,0.0259734,0.0299385,0.0232861,0.0424789,0.0196334,0.0131527,
